1721411638548,83,-80,4,0,-22,-6,-21,-6,-20,-5,-20,-4,-20,-2,-20,-1,-19,1,-19,2,-19,3,-20,5,-20,6,-21,7,-22,8,-23,9,-25,9,-25,8,-26,7,-26,7,-26,5,-26,4,-26,3,-26,1,-26,-1,-25,-3,-25,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,-13,-18,-15,-18,-15,-18,-16,-17,-16,-17,-18,-16,-18,-16,-18,-16,-19,-15,-19,-15,-20,-15,-20,-15,-19,-14,-18,-14,-18,-15,-17,-15,-16,-15,-15,-16,-14,-17,-12,-17,-11,-18,-10,-19,-10,-20,-10,-21,-9,-21,-8
1721411638569,83,-80,4,0,14,12,14,11,14,13,10,14,9,14,8,14,7,15,5,15,4,16,3,17,1,18,1,19,0,20,0,21,0,22,1,23,2,23,3,23,4,22,5,22,6,21,7,20,7,20,9,19,13,10,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,7,17,7,17,6,17,5,17,5,19,5,19,4,19,4,19,4,19,4,20,4,19,4,19,4,18,4,17,5,17,5,16,6,16,7,15,8,14,9,14,13,10,14,11,14,12,14,13
1721411638588,83,-80,4,0,13,10,-16,13,10,-16,8,-15,8,-15,6,-15,4,-15,4,-16,2,-16,1,-17,-1,-18,-2,-19,-2,-20,-2,-21,-2,-22,-2,-23,-1,-23,0,-24,1,-23,2,-23,3,-23,4,-22,5,-21,7,-21,7,-21,9,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-13,16,-11,16,-10,17,-10,17,-9,18,-9,18,-8,18,-8,18,-8,19,-8,19,-8,19,-7,19,-7,18,-7,17,-7,17,-8,15,-8,15,-9,14,-10,13,-10,13,-12,13,-13,12,-13,12,-14,12,-15
1721411638609,83,-80,4,0,13,10,-15,13,10,-14,8,-14,7,-14,6,-14,5,-14,3,-14,2,-15,0,-16,-1,-17,-2,-17,-3,-18,-3,-20,-3,-20,-3,-21,-2,-22,-1,-22,0,-22,1,-22,2,-22,3,-21,4,-21,5,-20,5,-20,8,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-13,16,-12,17,-11,18,-10,18,-9,19,-9,19,-8,19,-8,19,-7,19,-7,20,-8,19,-7,20,-7,18,-7,18,-7,17,-7,16,-8,15,-8,15,-9,14,-10,13,-11,13,-12,12,-12,13,-13,12,-14
1721411638635,83,-80,4,0,-5,17,-5,17,-3,16,-2,15,-1,15,0,14,2,14,3,14,5,14,7,14,8,14,9,14,13,10,15,11,16,11,17,13,10,18,13,10,19,9,19,8,19,7,19,6,19,6,19,5,19,4,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,19,-13,18,-14,17,-15,17,-16,17,-17,17,-18,16,-18,16,-18,15,-18,15,-19,16,-18,14,-18,14,-17,13,-17,13,-16,13,-15,13,-14,13,-13,14,-12,14,-11,15,-9,16,-9,16,-8,17,-8
1721411638648,83,-80,4,0,14,2,14,2,13,1,13,0,12,0,12,-2,12,-3,11,-4,11,-5,12,-7,12,-8,12,-8,13,-9,13,-9,14,-10,15,-9,15,-9,16,-8,16,-7,15,-7,15,-6,16,-5,16,-4,16,-3,16,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16,6,16,7,16,8,16,9,16,13,10,15,13,10,15,11,15,12,15,12,15,13,15,12,14,12,13,12,13,11,13,11,13,13,10,12,9,13,8,13,7,13,7,14,6,14,5,15,5,15
1721411638669,83,-80,4,0,-11,11,-11,12,-9,11,-8,12,-8,12,-6,12,-5,12,-4,13,-3,13,-2,14,-1,14,-1,15,-1,16,-1,16,-1,17,-2,18,-2,18,-3,18,-4,17,-4,17,-6,16,-6,16,-7,16,-7,15,-9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,13,10,-15,9,-16,8,-17,8,-17,7,-18,7,-18,6,-18,6,-18,6,-19,5,-19,6,-19,5,-19,5,-18,5,-18,4,-17,5,-16,5,-15,5,-15,6,-14,7,-14,8,-13,9,-12,9,-13,13,10,-13,11
1721411638689,83,-80,4,0,-14,11,-13,11,-11,11,-11,12,-10,12,-9,12,-8,12,-6,13,-6,13,-5,14,-5,15,-4,16,-4,17,-4,18,-4,19,-5,19,-6,19,-6,19,-7,18,-8,18,-9,16,-9,16,-11,16,-11,15,-12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,13,10,-17,9,-18,8,-19,8,-19,7,-20,6,-20,6,-20,5,-20,5,-21,4,-22,4,-21,3,-21,3,-20,3,-20,3,-19,4,-18,4,-17,4,-17,5,-16,6,-16,7,-15,8,-15,9,-15,13,10,-15,13
1721411638710,83,-80,4,0,0,-20,-1,-20,-1,-18,-2,-18,-3,-17,-4,-16,-5,-15,-7,-15,-8,-14,-10,-15,-11,-14,-12,-14,-13,-15,-13,-16,-14,-17,-13,-17,-14,-19,-12,-19,-11,-19,-11,-20,-9,-19,-8,-19,-8,-20,-6,-20,-4,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-21,4,-22,5,-20,6,-21,7,-21,8,-22,9,-21,9,-21,13,10,-20,13,10,-20,11,-21,11,-20,11,-19,13,10,-19,13,10,-18,9,-18,8,-18,7,-17,6,-19,5,-18,4,-19,3,-19,2,-19,1,-21
1721411638733,83,-80,4,0,13,11,12,11,12,9,12,8,12,7,11,6,12,4,12,3,13,2,13,0,13,0,14,-1,15,-2,16,-2,17,-2,18,-1,18,0,18,0,18,1,18,2,17,2,17,3,17,4,16,6,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,13,10,15,13,10,15,9,16,9,16,8,18,8,18,7,18,7,18,7,19,6,19,6,19,6,18,6,17,6,16,6,16,7,15,7,14,8,14,9,13,13,10,13,11,12,11,12,12,12,13
1721411638750,83,-80,4,0,13,10,-18,9,-17,8,-17,7,-16,6,-15,4,-15,3,-15,1,-15,-1,-15,-2,-16,-3,-17,-4,-17,-5,-18,-5,-19,-5,-20,-5,-21,-4,-21,-4,-21,-2,-22,-2,-21,0,-20,1,-20,2,-20,3,-20,5,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-18,13,-17,14,-16,15,-15,16,-15,16,-15,17,-14,17,-14,18,-14,18,-14,19,-13,18,-13,18,-12,18,-12,17,-12,16,-13,15,-13,14,-13,13,-14,13,-15,12,-16,11,-17,11,-18,12,-18,11,-18,11
1721411638769,83,-80,4,0,-13,17,-12,16,-11,15,-10,15,-8,14,-6,14,-5,14,-3,14,-2,15,0,16,0,16,1,17,2,18,3,19,3,20,2,21,2,21,1,21,0,21,-1,21,-2,20,-4,19,-4,20,-5,20,-7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,16,-15,15,-16,14,-17,14,-18,13,-19,13,-20,13,-20,12,-20,12,-21,12,-21,12,-21,11,-21,13,10,-20,13,10,-20,13,10,-19,11,-18,11,-17,12,-16,12,-16,13,-15,14,-15,15,-14,16,-14,17,-15
1721411638788,83,-80,4,0,3,-20,3,-19,2,-19,1,-17,0,-17,-1,-16,-2,-16,-4,-15,-5,-15,-7,-15,-7,-16,-8,-16,-9,-16,-10,-17,-10,-18,-9,-19,-9,-20,-8,-20,-7,-20,-6,-20,-5,-20,-4,-20,-3,-20,-2,-20,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-19,6,-19,7,-19,8,-19,9,-19,13,10,-19,11,-19,11,-18,11,-18,12,-18,12,-18,12,-18,12,-17,12,-17,11,-17,11,-17,13,10,-16,9,-17,8,-17,7,-17,6,-18,5,-19,5,-19,4,-20,4,-21
1721411638808,83,-80,4,0,18,0,17,-1,17,-1,16,-2,15,-2,15,-3,14,-4,14,-5,13,-7,13,-8,13,-9,13,-10,14,-10,14,-11,15,-11,16,-11,17,-10,17,-10,17,-9,17,-8,17,-7,17,-6,18,-5,17,-4,18,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,17,4,17,4,17,5,17,6,17,7,16,8,16,8,16,8,17,9,16,9,16,9,16,9,16,8,15,8,15,7,15,6,15,6,15,5,16,4,16,3,17,2,17,2,18,1,19,1,19,1
