1721249992890,83,-80,4,0,-12,3,-13,2,-12,2,-13,1,-13,1,-13,1,-13,1,-14,2,-14,3,-15,4,-16,4,-16,6,-18,6,-18,7,-19,8,-20,9,-21,9,-22,13,10,-22,13,10,-23,11,-24,13,10,-24,11,-27,13,10,-27,13,10,-28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,4,-17,4,-17,4,-16,4,-15,4,-15,4,-15,4,-15,4,-14,5,-14,5,-13,5,-12,5,-11,6,-10,6,-9,6,-9,6,-8,7,-7,6,-7,7,-6,7,-7,7,-7,7,-7,7,-8
1721249992905,83,-80,4,0,11,12,11,14,13,10,15,13,10,15,13,10,16,13,10,16,13,10,17,11,17,13,17,15,17,15,17,17,18,19,18,21,19,23,20,24,21,26,22,27,23,28,23,29,24,28,25,29,26,30,29,29,30,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,16,20,15,18,15,18,15,17,16,17,16,17,16,16,16,15,15,14,16,13,15,12,14,13,10,13,9,13,7,14,7,13,5,13,4,13,3,14,3,14,3,14,4,14,4
1721249992926,83,-80,4,0,-1,-15,0,-16,1,-15,1,-16,1,-16,2,-17,2,-17,1,-18,0,-19,-2,-20,-2,-21,-3,-22,-4,-24,-4,-24,-6,-26,-6,-26,-7,-28,-8,-29,-8,-30,-8,-32,-6,-32,-7,-33,-6,-35,-6,-36,-3,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-22,0,-22,1,-21,1,-21,0,-20,-1,-21,-1,-20,-2,-20,-2,-18,-3,-18,-3,-18,-4,-16,-4,-15,-4,-14,-5,-13,-6,-12,-7,-11,-6,-10,-7,-10,-8,-10,-8,-10,-8,-11,-7,-11,-7,-12,-6,-12,-5,-13
1721249992945,83,-80,4,0,-8,7,-10,7,-10,6,-11,6,-11,6,-12,6,-11,7,-12,7,-12,8,-12,9,-12,13,10,-13,11,-14,13,-13,13,-14,15,-14,16,-15,17,-15,18,-16,18,-16,19,-17,19,-18,19,-19,20,-20,20,-22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,11,-13,13,10,-13,13,10,-13,13,10,-12,13,10,-11,13,10,-12,13,10,-11,13,10,-10,13,10,-10,13,10,-9,13,10,-8,9,-7,13,10,-7,9,-6,9,-5,9,-4,9,-3,8,-3,9,-3,9
1721249992972,83,-80,4,0,3,-15,5,-16,5,-15,7,-16,8,-16,8,-17,8,-17,7,-17,6,-19,6,-21,6,-21,5,-23,5,-25,4,-26,4,-29,3,-29,4,-31,3,-33,3,-33,3,-35,5,-35,5,-35,6,-37,7,-38,13,10,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-22,8,-22,8,-20,7,-21,7,-20,6,-21,5,-20,4,-20,4,-19,4,-19,2,-19,2,-18,1,-17,1,-16,-1,-15,-2,-14,-3,-14,-3,-13,-4,-13,-4,-13,-4,-13,-4,-14,-4,-13,-3,-14,-2,-14,-1
1721249992985,83,-80,4,0,-13,9,-15,8,-15,7,-16,7,-16,7,-17,7,-17,7,-17,8,-17,9,-18,11,-19,12,-20,13,-21,15,-20,16,-21,18,-23,19,-23,20,-25,21,-25,22,-26,22,-27,22,-29,22,-31,23,-31,23,-34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,12,-19,11,-19,12,-19,12,-18,12,-17,12,-17,12,-16,12,-15,12,-15,12,-14,12,-12,12,-11,12,-10,12,-9,11,-8,11,-7,11,-6,11,-5,11,-5,12,-5,12,-5,12,-6,12,-7,12,-8,12,-9,11
1721249993005,83,-80,4,0,13,10,-4,11,-4,11,-3,12,-3,12,-2,12,-2,13,-2,13,-2,13,-4,14,-5,15,-5,16,-6,17,-7,17,-8,19,-9,19,-9,21,-10,22,-11,22,-10,23,-10,23,-10,24,-10,26,-10,26,-9,28,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-6,15,-6,14,-7,14,-7,13,-7,14,-7,13,-6,12,-7,12,-7,12,-7,11,-7,13,10,-8,9,-7,8,-7,8,-8,7,-8,6,-8,5,-7,5,-8,5,-8,5,-8,5,-9,6,-8,7,-7,7,-7
1721249993025,83,-80,4,0,-12,7,-13,6,-13,7,-15,5,-15,6,-16,5,-16,6,-16,7,-16,8,-16,13,10,-17,11,-17,13,-18,14,-19,15,-19,17,-20,18,-20,19,-22,20,-22,21,-23,22,-25,21,-26,22,-27,23,-28,23,-30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,13,10,-18,9,-18,9,-17,9,-16,13,10,-16,13,10,-16,13,10,-15,11,-15,13,10,-14,11,-12,11,-12,13,10,-11,11,-10,13,10,-8,13,10,-8,13,10,-7,13,10,-6,13,10,-5,9,-4,13
1721249993045,83,-80,4,0,-2,11,-3,11,-4,11,-4,11,-4,12,-5,12,-4,12,-4,12,-4,13,-3,15,-3,15,-2,17,-2,17,-1,19,0,20,0,22,0,22,0,23,1,24,1,25,-1,26,-1,27,-2,27,-3,28,-4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,16,-3,15,-4,15,-3,15,-3,15,-2,14,-1,14,-1,14,-1,14,-1,14,0,13,0,12,1,11,1,11,2,13,10,2,9,3,8,3,8,3,8,4,8,4,7,4,8,3,8,2,9,2,9,2
1721249993070,83,-80,4,0,-10,9,-12,9,-12,8,-13,9,-13,8,-14,8,-14,9,-13,13,10,-14,11,-14,13,-15,13,-15,15,-15,17,-15,18,-16,20,-16,22,-17,23,-18,24,-18,24,-18,26,-20,25,-21,27,-22,27,-23,27,-26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,14,-15,13,-15,13,-15,13,-14,13,-13,13,-12,13,-13,13,-11,13,-11,13,-10,13,-9,12,-8,12,-6,12,-6,11,-5,11,-4,13,10,-3,13,10,-3,13,10,-2,11,-2,13,10,-3,11,-3,11,-4
1721249993085,83,-80,4,0,13,-1,14,-1,14,0,15,2,16,2,16,1,16,1,16,1,17,0,19,-1,19,-2,21,-2,22,-4,23,-5,25,-6,27,-6,28,-7,29,-7,29,-7,31,-8,32,-6,33,-6,35,-5,35,-5,36,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-2,19,-2,19,-3,19,-3,18,-4,18,-3,18,-3,17,-3,17,-4,16,-4,15,-4,14,-5,13,-6,13,-6,11,-6,13,10,-7,9,-7,8,-7,8,-8,8,-8,7,-9,8,-8,9,-7,13,10,-7,13,10
1721249993105,83,-80,4,0,6,-15,8,-16,8,-15,13,10,-15,13,10,-16,11,-16,11,-17,13,10,-18,13,10,-19,13,10,-21,13,10,-23,13,10,-25,13,10,-27,9,-28,9,-31,9,-32,13,10,-34,9,-35,13,10,-36,13,10,-38,12,-38,12,-38,15,-40,16,-41,19,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-22,13,10,-22,13,10,-21,13,10,-22,9,-21,8,-22,7,-21,6,-21,6,-20,5,-20,5,-20,4,-19,3,-18,2,-17,1,-16,0,-15,-1,-15,-2,-13,-3,-14
1721249993125,83,-80,4,0,1,-11,1,-12,2,-12,3,-12,3,-12,3,-13,3,-13,2,-13,3,-15,1,-16,1,-17,1,-18,0,-19,-1,-20,-2,-22,-1,-23,-2,-24,-3,-24,-3,-25,-3,-27,-2,-27,-1,-28,0,-29,0,-29,2,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-17,2,-17,3,-16,2,-15,2,-16,1,-15,1,-15,0,-15,0,-14,0,-15,-1,-13,-1,-13,-1,-12,-2,-11,-2,-10,-3,-10,-4,-9,-4,-9,-4,-8,-5,-8,-5,-8,-5,-9,-5,-9,-3,-9,-3,-10,-2,-10
1721249993145,83,-80,4,0,6,-12,7,-12,8,-12,9,-12,9,-13,9,-13,13,10,-14,9,-14,9,-16,9,-17,8,-19,9,-20,8,-22,8,-24,8,-25,9,-27,9,-28,9,-29,9,-30,9,-32,11,-31,11,-33,12,-34,13,-34,16,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-18,13,10,-17,13,10,-17,9,-17,9,-17,8,-17,7,-16,7,-16,6,-16,6,-17,5,-16,4,-15,3,-14,3,-14,2,-13,0,-12,-1,-13,-1,-11,-2,-12,-2,-11,-2,-11,-2,-12,-1,-12,0,-12,1
1721249993165,83,-80,4,0,8,13,7,15,7,16,6,17,6,17,7,18,7,18,8,18,9,19,11,20,12,20,14,21,16,22,18,23,20,24,21,25,23,26,24,27,25,28,25,29,25,30,25,31,25,34,25,35,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,11,22,13,10,20,13,10,19,13,10,19,11,19,11,18,12,18,12,17,11,16,12,15,11,14,11,12,11,11,11,9,12,8,11,7,12,6,12,5,12,5,13,5,13,5,12,6,12,7,11
1721249993186,83,-80,4,0,-17,-2,-18,-4,-17,-4,-18,-5,-18,-6,-19,-7,-19,-6,-20,-6,-22,-5,-24,-3,-25,-3,-27,-2,-29,-2,-30,-1,-32,0,-34,0,-36,0,-37,0,-38,-1,-40,-1,-41,-2,-41,-2,-43,-3,-44,-3,-45,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,-2,-24,-3,-24,-1,-24,-1,-23,-1,-23,-1,-22,0,-22,0,-21,0,-21,2,-20,2,-18,3,-17,4,-16,4,-15,4,-14,4,-13,6,-12,6,-12,7,-12,7,-12,7,-13,7,-13,6,-13,6,-14,5,-15,3
